protein,pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
trypsin,6XYK,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
trypsin,6YZA,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - sitting drop,1
trypsin,6YZC,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - sitting drop,0
trypsin,7AYS,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,7JR1,1,sulfate,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,7JR2,1,sulfate,Anions,very high,missing,ambient,vapor diffusion - hanging drop,1
trypsin,7JWX,1,sulfate,Anions,very high,missing,missing,missing,1
trypsin,7PH1,1,sulfate,Anions,very high,missing,ambient,vapor diffusion - sitting drop,1
trypsin,7Q0X,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - unspecified,1
trypsin,7QIQ,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - sitting drop,1
trypsin,7QIR,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - sitting drop,1
trypsin,7QIS,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - sitting drop,1
trypsin,7QIT,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - sitting drop,1
trypsin,7VO7,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,8UO7,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,8UTL,1,sulfate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,8VAD,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - unspecified,1
trypsin,8WK1,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,9BOK,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,0
trypsin,9BOM,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,0
trypsin,9BOT,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,9PNO,1,sulfate,Anions,low-mid,missing,ambient,vapor diffusion - sitting drop,0
trypsin,1C1N,1,zinc,Metal/cations,high,acidic,missing,vapor diffusion - unspecified,1
trypsin,1C2M,1,zinc,Metal/cations,high,acidic,missing,vapor diffusion - unspecified,1
trypsin,1LU0,1,zinc,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,1Z7K,1,zinc,Metal/cations,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,1AMH,1,citrate,Anions,low-mid,mildly acidic,cold,unspecified/other,0
trypsin,1C2A,1,citrate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,1C5R,1,citrate,Anions,missing,mildly acidic,missing,unspecified/other,1
trypsin,1EZX,1,citrate,Anions,missing,mildly basic,cold,vapor diffusion - hanging drop,0
trypsin,1FN8,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1FY4,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1FY5,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1GDN,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1GDQ,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1GDU,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O2H,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O2L,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O2O,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O2S,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O2U,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O2Y,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O2Z,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O31,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O32,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O37,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O39,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O3H,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O3I,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O3J,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1O3O,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1PPZ,1,citrate,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,0
trypsin,1PQ5,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1PQ7,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1PQ8,1,citrate,Anions,missing,missing,missing,missing,1
trypsin,1PQA,1,citrate,Anions,missing,missing,missing,missing,0
trypsin,1TX6,1,citrate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,1XVM,1,citrate,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,0
trypsin,1XVO,1,citrate,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,0
trypsin,2PLX,1,citrate,Anions,very high,missing,missing,missing,1
trypsin,2R33,1,citrate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,2VU8,1,citrate,Anions,mid,acidic,missing,unspecified/other,0
trypsin,3D65,1,citrate,Anions,high,missing,missing,missing,0
trypsin,4BNR,1,citrate,Anions,mid,mildly acidic,ambient,unspecified/other,0
trypsin,4DOQ,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,4U30,1,citrate,Anions,high,missing,missing,missing,0
trypsin,4U32,1,citrate,Anions,mid,mildly acidic,ambient,vapor diffusion - unspecified,0
trypsin,5T3H,1,citrate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,5WVX,1,citrate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,6D3X,1,citrate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,6DWF,1,citrate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,0
trypsin,6DWH,1,citrate,Anions,high,missing,ambient,vapor diffusion - hanging drop,0
trypsin,7NAM,1,malate,Anions,mid,missing,cold,vapor diffusion - sitting drop,0
trypsin,1BZX,1,tartrate,Anions,high,missing,missing,missing,0
trypsin,1VBW,1,tartrate,Anions,missing,missing,missing,missing,0
trypsin,1AMH,1,peg,PEG/polymer,missing,mildly acidic,cold,unspecified/other,0
trypsin,1AQ7,1,peg,PEG/polymer,mid,basic,missing,unspecified/other,0
trypsin,1C2A,1,peg,PEG/polymer,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,1C9P,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,1EZS,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1EZU,1,peg,PEG/polymer,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,1EZX,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - hanging drop,0
trypsin,1F5R,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1FXY,1,peg,PEG/polymer,missing,mildly basic,missing,unspecified/other,0
trypsin,1FY8,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - hanging drop,0
trypsin,1G6X,1,peg,PEG/polymer,very high,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,1H4W,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,1K6U,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,1K9O,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1LDT,1,peg,PEG/polymer,missing,mildly basic,missing,unspecified/other,0
trypsin,1LU0,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1MTV,1,peg,PEG/polymer,missing,neutral,missing,unspecified/other,0
trypsin,1MTW,1,peg,PEG/polymer,missing,mildly basic,missing,unspecified/other,0
trypsin,1QLQ,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,1TX6,1,peg,PEG/polymer,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,1V2W,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1Y59,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1Y5A,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1Y5B,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1Y5U,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,2BY5,1,peg,PEG/polymer,missing,missing,missing,unspecified/other,0
trypsin,2BY6,1,peg,PEG/polymer,missing,missing,missing,unspecified/other,0
trypsin,2BY7,1,peg,PEG/polymer,missing,missing,missing,unspecified/other,0
trypsin,2BY8,1,peg,PEG/polymer,missing,missing,missing,unspecified/other,0
trypsin,2BY9,1,peg,PEG/polymer,missing,missing,missing,unspecified/other,0
trypsin,2BYA,1,peg,PEG/polymer,missing,missing,missing,unspecified/other,0
trypsin,2F3C,1,peg,PEG/polymer,missing,basic,warm,vapor diffusion - sitting drop,0
trypsin,2F91,1,peg,PEG/polymer,missing,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,2G5N,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,2G5V,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,2G81,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,2G8T,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,2IJO,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - hanging drop,0
trypsin,2J9N,1,peg,PEG/polymer,very high,neutral,ambient,vapor diffusion - sitting drop,0
trypsin,2O9Q,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,2OXS,1,peg,PEG/polymer,missing,mildly acidic,warm,vapor diffusion - sitting drop,0
trypsin,2VU8,1,peg,PEG/polymer,mid,acidic,missing,unspecified/other,0
trypsin,2XTT,1,peg,PEG/polymer,trace-low,acidic,missing,unspecified/other,0
trypsin,2ZDK,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - sitting drop,0
trypsin,3A7T,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A7V,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A7W,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A7X,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A7Y,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A7Z,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A80,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A81,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A82,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A83,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A84,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A85,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A86,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A87,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A88,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A89,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A8A,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A8B,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A8C,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A8D,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3ATI,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3ATK,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3ATL,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3ATM,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3E8L,1,peg,PEG/polymer,mid,neutral,ambient,evaporation,0
trypsin,3FP6,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3FP7,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3FP8,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3IIR,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,3ITI,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - sitting drop,0
trypsin,3M7Q,1,peg,PEG/polymer,missing,mildly acidic,ambient,vapor diffusion - sitting drop,0
trypsin,3NK8,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3P8F,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3PLB,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3PLK,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - sitting drop,0
trypsin,3PLP,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3PM3,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3PMJ,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,3QK1,1,peg,PEG/polymer,mid,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,3RDY,1,peg,PEG/polymer,missing,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,3RDZ,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3RU4,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,3RXA,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXB,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXC,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXD,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXE,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXF,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXG,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXH,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXI,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXJ,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXK,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXL,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXM,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXO,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXP,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXQ,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXR,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXS,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXT,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXV,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
trypsin,3TGI,1,peg,PEG/polymer,mid,basic,missing,unspecified/other,0
trypsin,3TGJ,1,peg,PEG/polymer,mid,basic,missing,unspecified/other,0
trypsin,3U1J,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - sitting drop,0
trypsin,4AB8,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4AB9,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4ABA,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4ABB,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4ABD,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4ABE,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4ABF,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4ABG,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4ABH,1,peg,PEG/polymer,missing,mildly acidic,missing,unspecified/other,0
trypsin,4AN6,1,peg,PEG/polymer,mid,neutral,missing,unspecified/other,0
trypsin,4AOQ,1,peg,PEG/polymer,missing,missing,ambient,vapor diffusion - hanging drop,0
trypsin,4AOR,1,peg,PEG/polymer,missing,missing,ambient,vapor diffusion - hanging drop,0
trypsin,4B1T,1,peg,PEG/polymer,missing,missing,cold,unspecified/other,0
trypsin,4B2A,1,peg,PEG/polymer,missing,missing,cold,unspecified/other,0
trypsin,4B2B,1,peg,PEG/polymer,missing,missing,cold,unspecified/other,0
trypsin,4B2C,1,peg,PEG/polymer,missing,missing,cold,unspecified/other,0
trypsin,4BNR,1,peg,PEG/polymer,missing,mildly acidic,ambient,unspecified/other,0
trypsin,4I8G,1,peg,PEG/polymer,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,4I8H,1,peg,PEG/polymer,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,4I8J,1,peg,PEG/polymer,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,4I8K,1,peg,PEG/polymer,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,4I8L,1,peg,PEG/polymer,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,4K1E,1,peg,PEG/polymer,missing,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,4K8Y,1,peg,PEG/polymer,missing,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,4KEL,1,peg,PEG/polymer,missing,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,4KTS,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - sitting drop,0
trypsin,4KTU,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - sitting drop,0
trypsin,4MTB,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,4NCY,1,peg,PEG/polymer,mid,neutral,cold,unspecified/other,0
trypsin,4P0D,1,peg,PEG/polymer,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,4TPY,1,peg,PEG/polymer,low-mid,neutral,ambient,vapor diffusion - unspecified,0
trypsin,4TTK,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,4U2W,1,peg,PEG/polymer,mid,acidic,ambient,vapor diffusion - unspecified,0
trypsin,4U32,1,peg,PEG/polymer,missing,mildly acidic,ambient,vapor diffusion - unspecified,0
trypsin,4WWY,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,4WXV,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,4XOJ,1,peg,PEG/polymer,missing,missing,ambient,vapor diffusion - sitting drop,0
trypsin,5C67,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,5F6M,1,peg,PEG/polymer,missing,missing,ambient,vapor diffusion - hanging drop,0
trypsin,5JB4,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - hanging drop,0
trypsin,5JB5,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - hanging drop,0
trypsin,5JB6,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - hanging drop,0
trypsin,5JB7,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - hanging drop,0
trypsin,5MN1,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNA,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNB,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNC,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNE,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,5MNF,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNG,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNH,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNK,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNL,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNM,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNN,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNO,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNP,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNX,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNY,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNZ,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MO0,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
